Edad,Sexo,Mayor nivel educativo,Ingreso anual,AÒos de xperiencia laboral,Estado de vivienda,Monto solicitado,Destino de los fondos,Tasa de interÈs,Porcentaje del ingreso,Plazo en aÒos,Puntaje,PrÈstamos previos impagos,Estado
29,FEMENINO,SECUNDARIO,75797,6,INQUILINO,9000,EMPRESA,13.49,0.12,6,626,SI,RECHAZADO
31,FEMENINO,UNIVERSITARIO,76227,8,INQUILINO,9000,VIVIENDA,15.33,0.12,10,605,NO,RECHAZADO
30,MASCULINO,UNIVERSITARIO,79445,6,INQUILINO,9000,EDUCACION,12.42,0.11,5,602,SI,RECHAZADO
34,FEMENINO,SECUNDARIO,54153,9,PROPIETARIO,10000,EMPRESA,13.43,0.18,6,576,SI,RECHAZADO
28,MASCULINO,UNIVERSITARIO,53654,6,HIPOTECA,7000,DEUDAS,13.06,0.13,9,599,SI,RECHAZADO
30,MASCULINO,SECUNDARIO,54004,6,HIPOTECA,6800,EDUCACION,6.91,0.13,7,644,SI,RECHAZADO
28,FEMENINO,SECUNDARIO,80031,7,INQUILINO,9000,DEUDAS,13.99,0.11,7,661,SI,RECHAZADO
27,FEMENINO,TERCIARIO,53710,6,PROPIETARIO,2000,PERSONAL,13.35,0.04,5,650,SI,RECHAZADO
30,MASCULINO,UNIVERSITARIO,81104,8,INQUILINO,9000,DEUDAS,12.87,0.11,8,542,NO,RECHAZADO
32,FEMENINO,UNIVERSITARIO,53619,13,HIPOTECA,15600,DEUDAS,6.17,0.29,5,704,NO,RECHAZADO
29,FEMENINO,TERCIARIO,53840,7,HIPOTECA,24000,SALUD,6.91,0.45,8,680,SI,RECHAZADO
33,FEMENINO,UNIVERSITARIO,84962,8,INQUILINO,9000,VIVIENDA,11.58,0.11,5,676,NO,RECHAZADO
31,FEMENINO,TERCIARIO,84821,13,INQUILINO,9000,EMPRESA,10,0.11,5,698,SI,RECHAZADO
33,MASCULINO,TERCIARIO,53836,13,HIPOTECA,5500,PERSONAL,11.01,0.1,9,644,SI,RECHAZADO
29,MASCULINO,TERCIARIO,77983,7,INQUILINO,9000,DEUDAS,11.01,0.12,6,689,NO,OTORGADO
28,FEMENINO,SECUNDARIO,53729,10,PROPIETARIO,7500,PERSONAL,14.84,0.14,8,669,NO,RECHAZADO
27,FEMENINO,UNIVERSITARIO,84881,4,INQUILINO,9000,EMPRESA,7.88,0.11,8,663,SI,RECHAZADO
27,MASCULINO,UNIVERSITARIO,53885,6,HIPOTECA,5700,EDUCACION,13.23,0.11,9,676,SI,RECHAZADO
35,MASCULINO,TERCIARIO,53942,12,HIPOTECA,6500,DEUDAS,7.51,0.12,7,646,SI,RECHAZADO
33,FEMENINO,UNIVERSITARIO,87174,12,INQUILINO,9000,PERSONAL,11.14,0.1,5,626,SI,RECHAZADO
27,MASCULINO,MAESTRÌA,53787,1,HIPOTECA,6400,EDUCACION,13.85,0.12,7,645,SI,RECHAZADO
27,MASCULINO,UNIVERSITARIO,83946,3,INQUILINO,9000,PERSONAL,16.77,0.11,6,594,NO,OTORGADO
27,MASCULINO,TERCIARIO,46228,7,HIPOTECA,14000,SALUD,14.26,0.3,9,622,NO,OTORGADO
28,MASCULINO,TERCIARIO,91096,4,INQUILINO,9000,DEUDAS,12.21,0.1,8,567,SI,RECHAZADO
29,MASCULINO,UNIVERSITARIO,94209,5,INQUILINO,9000,VIVIENDA,12.42,0.1,6,649,SI,RECHAZADO
30,MASCULINO,TERCIARIO,53807,8,HIPOTECA,11000,VIVIENDA,8,0.2,5,634,NO,RECHAZADO
27,MASCULINO,TERCIARIO,100378,6,INQUILINO,9000,EDUCACION,15.31,0.09,5,715,SI,RECHAZADO
27,FEMENINO,SECUNDARIO,53722,5,HIPOTECA,7500,SALUD,8,0.14,8,677,SI,RECHAZADO
34,MASCULINO,SECUNDARIO,101813,10,INQUILINO,9000,PERSONAL,5.79,0.09,10,666,SI,RECHAZADO
31,FEMENINO,UNIVERSITARIO,53477,11,PROPIETARIO,17350,VIVIENDA,13.55,0.32,7,714,NO,RECHAZADO
28,FEMENINO,SECUNDARIO,81247,8,INQUILINO,9000,SALUD,16.29,0.11,9,562,NO,OTORGADO
28,MASCULINO,UNIVERSITARIO,102726,3,INQUILINO,9000,DEUDAS,11.01,0.09,7,639,SI,RECHAZADO
27,FEMENINO,UNIVERSITARIO,47037,4,HIPOTECA,12000,DEUDAS,16.77,0.26,6,644,NO,OTORGADO
33,MASCULINO,SECUNDARIO,53675,10,HIPOTECA,9275,EDUCACION,7.29,0.17,7,678,NO,RECHAZADO
27,FEMENINO,MAESTRÌA,53577,4,HIPOTECA,10000,SALUD,6.92,0.19,9,683,NO,RECHAZADO
28,MASCULINO,SECUNDARIO,53745,6,HIPOTECA,6000,SALUD,13.06,0.11,10,561,SI,RECHAZADO
27,FEMENINO,DOCTORADO,102785,7,INQUILINO,9000,VIVIENDA,10.36,0.09,5,647,SI,RECHAZADO
27,FEMENINO,UNIVERSITARIO,88943,5,INQUILINO,9000,EDUCACION,9.63,0.1,7,698,NO,OTORGADO
33,FEMENINO,SECUNDARIO,106358,11,INQUILINO,9000,EMPRESA,14.54,0.08,9,614,SI,RECHAZADO
27,FEMENINO,UNIVERSITARIO,106563,4,INQUILINO,9000,DEUDAS,6.91,0.08,10,580,SI,RECHAZADO
33,FEMENINO,UNIVERSITARIO,54024,12,HIPOTECA,5000,EDUCACION,11.01,0.09,8,655,SI,RECHAZADO
30,MASCULINO,MAESTRÌA,78426,7,INQUILINO,9000,SALUD,16,0.11,5,692,NO,OTORGADO
27,MASCULINO,UNIVERSITARIO,109036,6,INQUILINO,9000,DEUDAS,13.49,0.08,7,625,SI,RECHAZADO
31,MASCULINO,TERCIARIO,109173,11,INQUILINO,9000,PERSONAL,5.42,0.08,9,677,SI,RECHAZADO
27,MASCULINO,SECUNDARIO,53795,6,HIPOTECA,11500,SALUD,15.27,0.21,10,589,SI,RECHAZADO
28,MASCULINO,UNIVERSITARIO,54012,3,HIPOTECA,4325,VIVIENDA,7.49,0.08,5,685,NO,RECHAZADO
27,MASCULINO,MAESTRÌA,46839,4,HIPOTECA,6000,PERSONAL,10.99,0.13,10,671,NO,OTORGADO
27,MASCULINO,UNIVERSITARIO,136196,3,INQUILINO,9000,DEUDAS,11.01,0.07,7,627,SI,RECHAZADO
33,FEMENINO,SECUNDARIO,106022,12,INQUILINO,9000,SALUD,14.65,0.08,7,536,NO,OTORGADO
29,FEMENINO,TERCIARIO,54311,8,HIPOTECA,5000,PERSONAL,11.01,0.09,7,584,SI,RECHAZADO
32,FEMENINO,MAESTRÌA,54289,8,HIPOTECA,6500,VIVIENDA,14.84,0.12,7,653,SI,RECHAZADO
27,FEMENINO,MAESTRÌA,156795,5,INQUILINO,9000,VIVIENDA,7.05,0.06,6,637,NO,RECHAZADO
29,MASCULINO,UNIVERSITARIO,54021,5,HIPOTECA,21000,VIVIENDA,10.99,0.39,8,656,NO,RECHAZADO
28,MASCULINO,SECUNDARIO,54433,6,HIPOTECA,6000,EDUCACION,12.72,0.11,7,631,NO,RECHAZADO
30,MASCULINO,TERCIARIO,54426,7,HIPOTECA,21250,EMPRESA,13.48,0.39,6,650,NO,RECHAZADO
34,MASCULINO,UNIVERSITARIO,54400,9,HIPOTECA,9600,DEUDAS,7.49,0.18,8,696,SI,RECHAZADO
32,MASCULINO,SECUNDARIO,55004,8,PROPIETARIO,15000,EDUCACION,7.51,0.27,5,672,NO,RECHAZADO
32,FEMENINO,UNIVERSITARIO,54270,7,HIPOTECA,6000,EMPRESA,8.9,0.11,9,679,NO,RECHAZADO
32,MASCULINO,UNIVERSITARIO,60488,10,INQUILINO,8900,SALUD,11.01,0.15,7,682,SI,RECHAZADO
30,MASCULINO,MAESTRÌA,97050,7,INQUILINO,8900,SALUD,6.17,0.09,10,709,NO,RECHAZADO
31,FEMENINO,SECUNDARIO,140682,10,INQUILINO,8900,EMPRESA,10,0.06,5,622,NO,RECHAZADO
28,FEMENINO,UNIVERSITARIO,54300,5,HIPOTECA,10000,PERSONAL,8.59,0.18,6,666,NO,RECHAZADO
28,FEMENINO,UNIVERSITARIO,54435,6,HIPOTECA,6000,EMPRESA,8,0.11,9,697,NO,RECHAZADO
33,FEMENINO,UNIVERSITARIO,54370,10,PROPIETARIO,20000,EDUCACION,11.01,0.37,6,645,NO,RECHAZADO
28,FEMENINO,TERCIARIO,54226,6,HIPOTECA,20000,EMPRESA,9.45,0.37,10,606,SI,RECHAZADO
28,MASCULINO,MAESTRÌA,29376,1,INQUILINO,8875,EMPRESA,10.65,0.3,9,571,NO,OTORGADO
27,MASCULINO,SECUNDARIO,54764,4,PROPIETARIO,10825,SALUD,10.99,0.2,8,672,NO,RECHAZADO
27,FEMENINO,UNIVERSITARIO,40416,8,INQUILINO,8875,PERSONAL,14.65,0.22,8,673,SI,RECHAZADO
34,MASCULINO,UNIVERSITARIO,40722,12,INQUILINO,8875,SALUD,7.66,0.22,7,712,NO,RECHAZADO
30,FEMENINO,UNIVERSITARIO,46541,7,INQUILINO,8875,PERSONAL,16.89,0.19,5,642,SI,RECHAZADO
28,MASCULINO,SECUNDARIO,61458,4,INQUILINO,8825,VIVIENDA,11.49,0.14,7,634,NO,RECHAZADO
29,FEMENINO,SECUNDARIO,35111,3,INQUILINO,8800,DEUDAS,10,0.25,10,629,NO,OTORGADO
28,MASCULINO,TERCIARIO,54909,10,PROPIETARIO,3600,EDUCACION,7.88,0.07,6,557,NO,RECHAZADO
27,MASCULINO,UNIVERSITARIO,51320,7,INQUILINO,8800,DEUDAS,11.71,0.17,5,578,SI,RECHAZADO
28,FEMENINO,MAESTRÌA,54918,3,HIPOTECA,1000,EMPRESA,13.06,0.02,8,628,SI,RECHAZADO
28,MASCULINO,TERCIARIO,51377,7,INQUILINO,8800,SALUD,12.42,0.17,10,669,NO,RECHAZADO
31,MASCULINO,TERCIARIO,56222,6,INQUILINO,8800,EMPRESA,12.84,0.16,10,566,SI,RECHAZADO
35,MASCULINO,UNIVERSITARIO,55956,10,INQUILINO,8800,PERSONAL,14.27,0.16,7,663,NO,RECHAZADO
29,FEMENINO,UNIVERSITARIO,55018,5,HIPOTECA,5000,SALUD,14.72,0.09,8,687,SI,RECHAZADO
29,MASCULINO,TERCIARIO,56448,6,INQUILINO,8800,EDUCACION,14.42,0.16,7,712,SI,RECHAZADO
29,MASCULINO,SECUNDARIO,58727,11,INQUILINO,8800,SALUD,8.49,0.15,9,674,SI,RECHAZADO
31,FEMENINO,UNIVERSITARIO,61138,7,INQUILINO,8800,SALUD,6.17,0.14,9,656,SI,RECHAZADO
27,MASCULINO,SECUNDARIO,72998,5,INQUILINO,8800,VIVIENDA,11.36,0.12,10,575,SI,RECHAZADO
27,FEMENINO,UNIVERSITARIO,79149,4,INQUILINO,8800,EDUCACION,6.03,0.11,9,634,NO,RECHAZADO
30,MASCULINO,UNIVERSITARIO,79007,8,INQUILINO,8800,DEUDAS,10,0.11,8,577,SI,RECHAZADO
29,MASCULINO,TERCIARIO,80191,11,INQUILINO,8800,DEUDAS,10.71,0.11,10,655,NO,RECHAZADO
28,MASCULINO,SECUNDARIO,112889,4,INQUILINO,8800,EMPRESA,7.88,0.08,7,632,SI,RECHAZADO
31,MASCULINO,MAESTRÌA,120780,11,INQUILINO,8800,EDUCACION,10,0.07,8,678,NO,RECHAZADO
27,FEMENINO,UNIVERSITARIO,54292,1,INQUILINO,5000,EMPRESA,16.89,0.09,10,582,NO,OTORGADO
32,FEMENINO,UNIVERSITARIO,55089,12,HIPOTECA,7200,PERSONAL,12.69,0.13,9,697,SI,RECHAZADO
29,MASCULINO,SECUNDARIO,61008,5,INQUILINO,5000,EDUCACION,10.37,0.08,5,634,SI,RECHAZADO
31,MASCULINO,UNIVERSITARIO,61088,4,INQUILINO,5000,SALUD,6.91,0.08,7,612,SI,RECHAZADO
35,FEMENINO,MAESTRÌA,54945,15,PROPIETARIO,10000,EMPRESA,16.77,0.18,5,694,NO,RECHAZADO
27,MASCULINO,TERCIARIO,61222,4,INQUILINO,5000,DEUDAS,13.61,0.08,8,644,SI,RECHAZADO
30,MASCULINO,TERCIARIO,60849,11,INQUILINO,5000,SALUD,11.14,0.08,8,594,SI,RECHAZADO
32,MASCULINO,SECUNDARIO,53838,5,INQUILINO,5000,PERSONAL,20,0.09,10,652,NO,OTORGADO
27,MASCULINO,TERCIARIO,53697,1,INQUILINO,5000,VIVIENDA,16.35,0.09,6,679,NO,OTORGADO
31,MASCULINO,DOCTORADO,47943,7,HIPOTECA,4000,DEUDAS,16.77,0.08,9,570,NO,OTORGADO
35,FEMENINO,TERCIARIO,53919,14,INQUILINO,5000,PERSONAL,16.95,0.09,9,665,NO,OTORGADO
31,FEMENINO,UNIVERSITARIO,55297,8,HIPOTECA,12250,DEUDAS,14.27,0.22,10,672,SI,RECHAZADO
32,MASCULINO,TERCIARIO,53839,9,INQUILINO,5000,DEUDAS,18.25,0.09,5,588,NO,OTORGADO
27,MASCULINO,TERCIARIO,53728,2,INQUILINO,5000,PERSONAL,13.79,0.09,8,555,NO,OTORGADO
28,MASCULINO,MAESTRÌA,61076,5,INQUILINO,5000,SALUD,10.59,0.08,9,671,NO,RECHAZADO
28,FEMENINO,TERCIARIO,54789,5,PROPIETARIO,10500,SALUD,15.96,0.19,8,534,SI,RECHAZADO
35,MASCULINO,DOCTORADO,61460,15,INQUILINO,5000,EMPRESA,13.57,0.08,8,656,SI,RECHAZADO
29,FEMENINO,MAESTRÌA,61793,7,INQUILINO,5000,VIVIENDA,9.88,0.08,8,707,SI,RECHAZADO
35,MASCULINO,SECUNDARIO,62156,11,INQUILINO,5000,EDUCACION,12.98,0.08,10,631,NO,RECHAZADO
30,MASCULINO,MAESTRÌA,54901,10,INQUILINO,5000,SALUD,12.73,0.09,8,611,NO,OTORGADO
29,FEMENINO,UNIVERSITARIO,62181,8,INQUILINO,5000,DEUDAS,8,0.08,6,673,NO,RECHAZADO
27,MASCULINO,UNIVERSITARIO,55359,6,INQUILINO,5000,EDUCACION,16,0.09,10,689,NO,OTORGADO
27,MASCULINO,UNIVERSITARIO,54947,0,PROPIETARIO,12000,SALUD,6.03,0.22,7,626,SI,RECHAZADO
28,FEMENINO,TERCIARIO,62365,8,INQUILINO,5000,EDUCACION,11.14,0.08,10,609,SI,RECHAZADO
27,MASCULINO,UNIVERSITARIO,55274,0,HIPOTECA,3000,EDUCACION,6.62,0.05,10,604,SI,RECHAZADO
28,MASCULINO,UNIVERSITARIO,63514,1,INQUILINO,5000,PERSONAL,11.01,0.08,6,525,SI,RECHAZADO
27,MASCULINO,UNIVERSITARIO,55268,4,HIPOTECA,10000,EDUCACION,10.65,0.18,8,561,SI,RECHAZADO
29,FEMENINO,UNIVERSITARIO,54613,5,PROPIETARIO,10000,SALUD,17.58,0.18,6,681,SI,RECHAZADO
28,FEMENINO,TERCIARIO,55123,4,HIPOTECA,3675,EMPRESA,11.01,0.07,6,675,SI,RECHAZADO
35,MASCULINO,DOCTORADO,25251,11,INQUILINO,8500,PERSONAL,13.57,0.34,10,724,NO,OTORGADO
35,FEMENINO,UNIVERSITARIO,25055,15,INQUILINO,8500,EDUCACION,15.05,0.34,10,672,NO,OTORGADO
29,MASCULINO,MAESTRÌA,27361,5,INQUILINO,8500,DEUDAS,14.11,0.31,7,546,NO,OTORGADO
27,FEMENINO,TERCIARIO,28573,3,INQUILINO,8500,EMPRESA,11.01,0.3,7,620,NO,OTORGADO
32,MASCULINO,TERCIARIO,55011,9,HIPOTECA,8000,SALUD,14.65,0.15,8,672,SI,RECHAZADO
32,FEMENINO,UNIVERSITARIO,54911,9,HIPOTECA,14000,EMPRESA,12.69,0.25,9,704,NO,RECHAZADO
33,FEMENINO,TERCIARIO,30857,11,INQUILINO,8500,DEUDAS,13.43,0.28,6,557,NO,OTORGADO
30,MASCULINO,SECUNDARIO,54840,6,HIPOTECA,7500,VIVIENDA,7.9,0.14,5,566,SI,RECHAZADO
27,FEMENINO,UNIVERSITARIO,55338,9,HIPOTECA,5000,SALUD,6.03,0.09,9,669,SI,RECHAZADO
32,FEMENINO,SECUNDARIO,54919,8,HIPOTECA,2100,DEUDAS,6.99,0.04,10,588,NO,RECHAZADO
28,MASCULINO,UNIVERSITARIO,54955,4,HIPOTECA,8000,VIVIENDA,7.49,0.15,8,671,SI,RECHAZADO
32,FEMENINO,MAESTRÌA,54892,8,HIPOTECA,9250,SALUD,8.49,0.17,6,646,SI,RECHAZADO
28,MASCULINO,SECUNDARIO,33441,6,INQUILINO,8500,EMPRESA,15.96,0.25,10,648,NO,OTORGADO
31,FEMENINO,TERCIARIO,47396,8,HIPOTECA,2200,DEUDAS,7.49,0.05,6,637,NO,OTORGADO
35,FEMENINO,UNIVERSITARIO,34802,14,INQUILINO,8500,SALUD,11.58,0.24,6,663,SI,RECHAZADO
27,MASCULINO,SECUNDARIO,47649,7,HIPOTECA,5000,VIVIENDA,18.79,0.1,6,620,NO,OTORGADO
28,FEMENINO,MAESTRÌA,55034,5,HIPOTECA,10000,DEUDAS,5.99,0.18,10,685,NO,RECHAZADO
32,MASCULINO,TERCIARIO,54816,10,HIPOTECA,6000,PERSONAL,7.49,0.11,6,673,NO,RECHAZADO
34,MASCULINO,SECUNDARIO,54752,10,PROPIETARIO,7000,EMPRESA,5.42,0.13,5,662,NO,RECHAZADO
28,MASCULINO,TERCIARIO,38864,7,INQUILINO,8500,SALUD,16.07,0.22,10,670,NO,OTORGADO
31,MASCULINO,TERCIARIO,55365,8,HIPOTECA,6000,EMPRESA,10.99,0.11,10,711,SI,RECHAZADO
27,FEMENINO,TERCIARIO,55220,4,HIPOTECA,4000,PERSONAL,6.99,0.07,7,668,NO,RECHAZADO
30,MASCULINO,MAESTRÌA,47908,9,HIPOTECA,3000,VIVIENDA,13.99,0.06,10,658,NO,OTORGADO
28,FEMENINO,UNIVERSITARIO,40452,4,INQUILINO,8500,SALUD,13.99,0.21,9,670,NO,RECHAZADO
35,MASCULINO,MAESTRÌA,55145,16,HIPOTECA,6000,EMPRESA,6.99,0.11,9,682,SI,RECHAZADO
27,FEMENINO,UNIVERSITARIO,45853,4,INQUILINO,8500,PERSONAL,10,0.19,10,552,SI,RECHAZADO
27,MASCULINO,TERCIARIO,46679,4,INQUILINO,8500,EDUCACION,6.99,0.18,10,617,NO,RECHAZADO
29,FEMENINO,TERCIARIO,54890,7,PROPIETARIO,15000,EMPRESA,11.49,0.27,8,627,NO,RECHAZADO
30,MASCULINO,TERCIARIO,49201,6,INQUILINO,8500,SALUD,12.53,0.17,8,626,SI,RECHAZADO
30,MASCULINO,UNIVERSITARIO,49603,6,INQUILINO,8500,EDUCACION,12.87,0.17,7,664,SI,RECHAZADO
32,FEMENINO,MAESTRÌA,54836,7,HIPOTECA,4800,EDUCACION,7.49,0.09,7,719,SI,RECHAZADO
27,MASCULINO,UNIVERSITARIO,51252,3,INQUILINO,8500,DEUDAS,9.99,0.17,8,550,SI,RECHAZADO
27,MASCULINO,TERCIARIO,54633,3,HIPOTECA,3450,PERSONAL,11.99,0.06,7,628,SI,RECHAZADO
28,MASCULINO,TERCIARIO,55485,6,HIPOTECA,15000,VIVIENDA,15.99,0.27,8,674,SI,RECHAZADO
30,FEMENINO,TERCIARIO,53825,9,INQUILINO,8500,EDUCACION,11.36,0.16,7,616,SI,RECHAZADO
33,MASCULINO,TERCIARIO,55358,14,INQUILINO,8500,SALUD,10.62,0.15,6,620,SI,RECHAZADO
29,FEMENINO,TERCIARIO,54900,7,HIPOTECA,15000,PERSONAL,18.49,0.27,6,539,SI,RECHAZADO
30,MASCULINO,MAESTRÌA,55273,7,INQUILINO,8500,SALUD,11.89,0.15,7,626,SI,RECHAZADO
28,MASCULINO,TERCIARIO,58193,9,INQUILINO,8500,EDUCACION,7.88,0.15,10,655,SI,RECHAZADO
27,FEMENINO,TERCIARIO,54811,5,HIPOTECA,5400,DEUDAS,12.99,0.1,7,601,SI,RECHAZADO
34,MASCULINO,MAESTRÌA,60941,10,INQUILINO,8500,EMPRESA,9.45,0.14,6,702,NO,RECHAZADO
28,MASCULINO,UNIVERSITARIO,64231,6,INQUILINO,8500,SALUD,5.79,0.13,9,573,SI,RECHAZADO
32,MASCULINO,MAESTRÌA,66263,10,INQUILINO,8500,VIVIENDA,7.49,0.13,6,680,SI,RECHAZADO
32,MASCULINO,TERCIARIO,54831,9,HIPOTECA,4000,DEUDAS,7.49,0.07,7,655,SI,RECHAZADO
32,MASCULINO,TERCIARIO,55144,10,HIPOTECA,6400,EDUCACION,7.49,0.12,8,680,NO,RECHAZADO
30,FEMENINO,UNIVERSITARIO,70493,6,INQUILINO,8500,PERSONAL,11.01,0.12,5,632,SI,RECHAZADO
27,MASCULINO,MAESTRÌA,70693,2,INQUILINO,8500,VIVIENDA,13.49,0.12,6,689,SI,RECHAZADO
34,MASCULINO,UNIVERSITARIO,73842,11,INQUILINO,8500,PERSONAL,10.65,0.12,6,611,NO,RECHAZADO
29,FEMENINO,SECUNDARIO,67038,7,INQUILINO,8500,PERSONAL,16.29,0.13,8,504,NO,OTORGADO
28,MASCULINO,SECUNDARIO,55543,6,HIPOTECA,3600,EDUCACION,11.01,0.06,8,676,NO,RECHAZADO
28,MASCULINO,TERCIARIO,92036,4,INQUILINO,8500,SALUD,11.01,0.09,5,689,NO,RECHAZADO
32,MASCULINO,TERCIARIO,40016,7,INQUILINO,8475,VIVIENDA,11.01,0.21,6,656,NO,OTORGADO
30,MASCULINO,TERCIARIO,51396,8,INQUILINO,8450,SALUD,8.59,0.16,7,655,NO,RECHAZADO
31,FEMENINO,SECUNDARIO,55123,12,HIPOTECA,15000,VIVIENDA,13.06,0.27,5,520,SI,RECHAZADO
29,MASCULINO,TERCIARIO,34836,5,INQUILINO,8400,EMPRESA,11.48,0.24,6,677,SI,RECHAZADO
34,FEMENINO,UNIVERSITARIO,63210,11,INQUILINO,5000,EMPRESA,13.99,0.08,8,663,NO,RECHAZADO
30,FEMENINO,MAESTRÌA,54726,9,HIPOTECA,4450,DEUDAS,10.37,0.08,6,637,NO,RECHAZADO
28,MASCULINO,TERCIARIO,63150,6,INQUILINO,5000,SALUD,12.23,0.08,9,560,SI,RECHAZADO
28,MASCULINO,TERCIARIO,63835,6,INQUILINO,5000,VIVIENDA,13.48,0.08,7,669,NO,RECHAZADO
29,FEMENINO,UNIVERSITARIO,63473,5,INQUILINO,5000,PERSONAL,10.99,0.08,9,670,SI,RECHAZADO
35,MASCULINO,TERCIARIO,54965,17,HIPOTECA,7500,DEUDAS,7.29,0.14,9,688,NO,RECHAZADO
29,MASCULINO,MAESTRÌA,64782,6,INQUILINO,5000,VIVIENDA,5.42,0.08,6,683,NO,RECHAZADO
27,FEMENINO,UNIVERSITARIO,54978,6,HIPOTECA,5000,DEUDAS,9.25,0.09,10,682,SI,RECHAZADO
28,FEMENINO,SECUNDARIO,47740,3,HIPOTECA,3375,SALUD,14.83,0.07,8,624,NO,OTORGADO
28,MASCULINO,MAESTRÌA,65140,6,INQUILINO,5000,EMPRESA,12.18,0.08,5,648,SI,RECHAZADO
31,FEMENINO,UNIVERSITARIO,65784,8,INQUILINO,5000,VIVIENDA,10.59,0.08,5,579,NO,RECHAZADO
34,FEMENINO,MAESTRÌA,65906,12,INQUILINO,5000,PERSONAL,9.63,0.08,6,686,SI,RECHAZADO
32,FEMENINO,UNIVERSITARIO,65489,12,INQUILINO,5000,SALUD,7.9,0.08,7,533,SI,RECHAZADO
32,FEMENINO,UNIVERSITARIO,54718,8,HIPOTECA,5000,DEUDAS,5.79,0.09,5,553,SI,RECHAZADO
35,MASCULINO,SECUNDARIO,66227,11,INQUILINO,5000,SALUD,11.34,0.08,10,541,SI,RECHAZADO
28,MASCULINO,MAESTRÌA,66839,6,INQUILINO,5000,EDUCACION,6.03,0.07,6,682,SI,RECHAZADO
27,MASCULINO,UNIVERSITARIO,54772,0,HIPOTECA,6800,DEUDAS,6.17,0.12,9,641,SI,RECHAZADO
27,MASCULINO,MAESTRÌA,55143,3,HIPOTECA,12000,PERSONAL,6.91,0.22,8,537,SI,RECHAZADO
27,MASCULINO,UNIVERSITARIO,67153,2,INQUILINO,5000,EDUCACION,13.48,0.07,5,665,NO,RECHAZADO
31,FEMENINO,TERCIARIO,59650,5,INQUILINO,5000,DEUDAS,16.4,0.08,5,686,NO,OTORGADO
29,MASCULINO,SECUNDARIO,54954,8,HIPOTECA,4000,PERSONAL,6.17,0.07,9,645,SI,RECHAZADO
31,FEMENINO,MAESTRÌA,66703,10,INQUILINO,5000,PERSONAL,11.01,0.07,10,678,SI,RECHAZADO
31,MASCULINO,TERCIARIO,66623,10,INQUILINO,5000,PERSONAL,8,0.08,9,624,NO,RECHAZADO
28,MASCULINO,TERCIARIO,55060,9,HIPOTECA,3000,EDUCACION,5.79,0.05,8,698,NO,RECHAZADO
30,MASCULINO,SECUNDARIO,54890,5,HIPOTECA,8000,EMPRESA,10.36,0.15,9,622,NO,RECHAZADO
27,MASCULINO,TERCIARIO,54837,7,HIPOTECA,10000,SALUD,6.17,0.18,9,657,SI,RECHAZADO
27,FEMENINO,UNIVERSITARIO,66785,5,INQUILINO,5000,DEUDAS,13.8,0.07,6,599,SI,RECHAZADO
30,FEMENINO,UNIVERSITARIO,59828,7,INQUILINO,5000,EDUCACION,10.74,0.08,10,645,NO,OTORGADO
29,FEMENINO,MAESTRÌA,66652,7,INQUILINO,5000,EDUCACION,7.14,0.08,5,635,NO,RECHAZADO
30,FEMENINO,UNIVERSITARIO,59818,6,INQUILINO,5000,VIVIENDA,15.31,0.08,10,603,NO,OTORGADO
31,FEMENINO,UNIVERSITARIO,66709,13,INQUILINO,5000,VIVIENDA,12.18,0.07,8,702,SI,RECHAZADO
27,FEMENINO,SECUNDARIO,55025,6,PROPIETARIO,15250,EDUCACION,13.98,0.28,10,531,SI,RECHAZADO
28,MASCULINO,UNIVERSITARIO,67063,3,INQUILINO,5000,SALUD,12.53,0.07,10,589,NO,RECHAZADO
29,MASCULINO,SECUNDARIO,55082,9,PROPIETARIO,10000,PERSONAL,7.88,0.18,10,663,SI,RECHAZADO
34,MASCULINO,UNIVERSITARIO,68097,10,INQUILINO,5000,PERSONAL,8.9,0.07,8,663,NO,RECHAZADO
32,MASCULINO,TERCIARIO,54886,7,HIPOTECA,15000,PERSONAL,7.51,0.27,5,675,SI,RECHAZADO
33,FEMENINO,TERCIARIO,62018,11,INQUILINO,5000,SALUD,14.96,0.08,9,605,NO,OTORGADO
29,MASCULINO,TERCIARIO,69983,4,INQUILINO,5000,DEUDAS,11.86,0.07,6,553,SI,RECHAZADO
27,FEMENINO,UNIVERSITARIO,69792,6,INQUILINO,5000,SALUD,11.01,0.07,6,674,SI,RECHAZADO
35,MASCULINO,TERCIARIO,54801,10,HIPOTECA,6500,SALUD,13.98,0.12,10,698,NO,RECHAZADO
34,FEMENINO,MAESTRÌA,55002,11,HIPOTECA,5300,SALUD,13.23,0.1,6,659,SI,RECHAZADO
34,FEMENINO,UNIVERSITARIO,55261,14,HIPOTECA,12000,EMPRESA,11.86,0.22,9,645,SI,RECHAZADO
33,MASCULINO,SECUNDARIO,70425,14,INQUILINO,5000,EMPRESA,7.51,0.07,7,607,SI,RECHAZADO
29,MASCULINO,MAESTRÌA,54927,4,HIPOTECA,8000,VIVIENDA,15.58,0.15,9,683,NO,RECHAZADO
30,FEMENINO,MAESTRÌA,55174,8,HIPOTECA,2500,SALUD,6.76,0.05,10,683,SI,RECHAZADO
28,FEMENINO,TERCIARIO,63259,7,INQUILINO,5000,VIVIENDA,11.36,0.08,7,697,NO,OTORGADO
27,MASCULINO,TERCIARIO,54934,8,HIPOTECA,3900,VIVIENDA,11.36,0.07,6,652,SI,RECHAZADO
